run_id,question_id,subject,model,model_id,politeness_level,politeness_category,predicted_answer,correct_answer,correct,quality_score,input_tokens,output_tokens,total_tokens,response_time_seconds,timestamp
experiment_run_001,Q005,Economics,Qwen/Mistral model,qwen_mistral_model,P2,mildly_impolite,B,B,1,4,34,78,112,2.376,2026-05-20T12:00:00Z
experiment_run_001,Q005,Economics,Qwen/Mistral model,qwen_mistral_model,P3,direct_neutral,B,B,1,4,35,82,117,2.412,2026-05-20T12:00:00Z
experiment_run_001,Q005,Economics,Qwen/Mistral model,qwen_mistral_model,P4,academic_neutral,B,B,1,4,40,84,124,2.393,2026-05-20T12:00:00Z
experiment_run_001,Q005,Economics,Qwen/Mistral model,qwen_mistral_model,P5,slightly_polite,B,B,1,4,42,86,128,2.37,2026-05-20T12:00:00Z
experiment_run_001,Q005,Economics,Qwen/Mistral model,qwen_mistral_model,P6,polite,C,B,0,3,46,88,134,2.411,2026-05-20T12:00:00Z
experiment_run_001,Q005,Economics,Qwen/Mistral model,qwen_mistral_model,P7,highly_polite,B,B,1,5,54,91,145,2.421,2026-05-20T12:00:00Z
experiment_run_001,Q005,Economics,Qwen/Mistral model,qwen_mistral_model,P8,excessively_polite,B,B,1,5,68,96,164,2.534,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P1,highly_impolite,B,B,1,4,31,76,107,2.229,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P2,mildly_impolite,A,B,0,3,34,78,112,2.274,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P3,direct_neutral,B,B,1,4,35,82,117,2.394,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P4,academic_neutral,C,B,0,3,40,84,124,2.327,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P5,slightly_polite,B,B,1,4,42,86,128,2.486,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P6,polite,B,B,1,5,46,88,134,2.514,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P7,highly_polite,B,B,1,5,54,91,145,2.546,2026-05-20T12:00:00Z
experiment_run_001,Q006,General Reasoning,Qwen/Mistral model,qwen_mistral_model,P8,excessively_polite,C,B,0,3,68,96,164,2.496,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P1,highly_impolite,A,C,0,3,31,76,107,2.36,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P2,mildly_impolite,C,C,1,4,34,78,112,2.29,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P3,direct_neutral,C,C,1,4,35,82,117,2.347,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P4,academic_neutral,C,C,1,4,40,84,124,2.361,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P5,slightly_polite,D,C,0,3,42,86,128,2.373,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P6,polite,C,C,1,5,46,88,134,2.463,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P7,highly_polite,C,C,1,5,54,91,145,2.552,2026-05-20T12:00:00Z
experiment_run_001,Q007,Mathematics,Qwen/Mistral model,qwen_mistral_model,P8,excessively_polite,C,C,1,5,68,96,164,2.523,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P1,highly_impolite,A,A,1,4,31,76,107,2.213,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P2,mildly_impolite,B,A,0,3,34,78,112,2.365,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P3,direct_neutral,A,A,1,4,35,82,117,2.431,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P4,academic_neutral,A,A,1,4,40,84,124,2.443,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P5,slightly_polite,A,A,1,4,42,86,128,2.485,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P6,polite,A,A,1,5,46,88,134,2.451,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P7,highly_polite,B,A,0,3,54,91,145,2.585,2026-05-20T12:00:00Z
experiment_run_001,Q008,Computer Science,Qwen/Mistral model,qwen_mistral_model,P8,excessively_polite,C,A,0,3,68,96,164,2.51,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P1,highly_impolite,B,B,1,4,31,76,107,2.252,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P2,mildly_impolite,B,B,1,4,34,78,112,2.381,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P3,direct_neutral,B,B,1,4,35,82,117,2.429,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P4,academic_neutral,B,B,1,4,40,84,124,2.45,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P5,slightly_polite,A,B,0,3,42,86,128,2.489,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P6,polite,B,B,1,5,46,88,134,2.515,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P7,highly_polite,B,B,1,5,54,91,145,2.56,2026-05-20T12:00:00Z
experiment_run_001,Q009,Biology,Qwen/Mistral model,qwen_mistral_model,P8,excessively_polite,D,B,0,3,68,96,164,2.522,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P1,highly_impolite,A,A,1,4,31,76,107,2.356,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P2,mildly_impolite,B,A,0,3,34,78,112,2.264,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P3,direct_neutral,A,A,1,4,35,82,117,2.446,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P4,academic_neutral,A,A,1,4,40,84,124,2.404,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P5,slightly_polite,A,A,1,4,42,86,128,2.49,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P6,polite,A,A,1,5,46,88,134,2.444,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P7,highly_polite,C,A,0,3,54,91,145,2.471,2026-05-20T12:00:00Z
experiment_run_001,Q010,Economics,Qwen/Mistral model,qwen_mistral_model,P8,excessively_polite,A,A,1,5,68,96,164,2.571,2026-05-20T12:00:00Z
